reco_id,time_reco,id_sender,id_reciever,id_product,product_bought
24d05cd4-560f-4974-a639-1e4f2812491f,1987-08-25 13:02:23,48da614d-e972-465f-9643-157451a35cc7,38d71ba8-9c05-4cea-8760-437ec1f7ce11,8514901,1
09df103a-2f86-429a-afab-71306f0f9043,1989-04-18 07:31:47,ed43168a-b454-4260-8983-eabb9995209a,9310dcf4-1be5-4f2d-9a62-e3f2e40e3c0f,8573011,1
2183e450-5d35-4f1a-9172-879bbb47358c,1989-04-21 14:49:13,31d15e1c-5e95-45dc-9a55-0925fbd910b5,5a5af59d-1190-4630-8e8b-d069a562f7c5,8587548,0
12b6f554-e564-4774-a967-ef3a9894719e,2006-10-29 11:28:11,91583068-9049-4ec3-9500-08bcf7630b36,fb6fe8b6-447f-4bff-aa40-b055f74e6caa,8669629,1
db539877-f840-4fbe-9092-d0c84e8c98e6,2007-04-15 14:28:38,c9b796b7-ffd6-4f29-8647-589abd4512f4,02676c43-e1d6-4857-951b-bd4695357d03,8649618,0
c19b90bf-bd3c-421c-9e95-7dc5bebfe890,2000-07-29 21:33:34,b66d2104-20fd-47a6-b801-564963fb077f,01ba0eca-6156-47e2-b168-1e3f65815205,8598014,1
f0a46102-96af-4da8-827e-c46e53b8dbe7,1970-04-18 15:26:34,33d290c2-b21c-4f38-bd1a-60147ad965ac,a5380204-bfb8-413d-9013-f547a37304a1,8758827,0
95eed203-2a75-40bd-88b5-593acb389044,1989-11-07 10:18:59,50bf9c33-7300-4248-9aca-35c55c6fd773,83e9753b-6b99-4c13-b33e-4b8dffc478e0,8543972,1
70170f2a-04f4-492c-9e02-518ebcf371e5,2022-03-21 15:18:08,7ea1a445-4253-4d9a-8e79-53c500162c65,d66fe172-cc5a-407c-acae-ce4e10f98729,8670466,0
e4d15e81-fae7-4604-b91e-ab4bec223726,2018-08-16 09:45:51,df8492a7-a27e-47b6-b705-1d468e43c839,7ac4636c-a143-45b9-a07f-7250c3b85ae0,8668371,1
a3a862dd-f874-47e0-9f25-26597040b922,1987-10-06 11:28:16,e9bce691-11f2-487a-8269-1f66f289a3c4,387adada-5c43-4ca2-9060-5b120db01bb9,8742028,1
031dfa3c-49bc-4d2b-836e-dd5e995c384b,1981-09-23 02:03:17,48da614d-e972-465f-9643-157451a35cc7,90248411-277f-4aa3-8d07-d81132593294,8589450,1
4f312a68-5ef1-436b-afd5-d5869b16ca8a,1984-12-23 16:19:26,8bdd5d9b-ebe1-497b-84cb-98c602d40a1c,e2b774ce-2bfd-41bc-8762-22534d651fb7,8657795,0
e8ae01d9-8efb-4fea-b344-c53532f55c90,1986-10-23 02:25:54,cc410d52-c17b-4b93-b07e-e217a75738c6,6d1012bc-d57d-4095-87f9-8ef9767987d5,8640166,1
da5629ef-6823-4915-a0c4-f7e4906a4a89,1992-10-18 19:00:27,45e9a922-e602-4e8f-be77-d6486779ae0f,c9b796b7-ffd6-4f29-8647-589abd4512f4,8588265,1
58e2eb66-f364-42fd-b338-95bbf5d9cf50,1971-07-04 19:44:03,858b1c39-be48-4b1c-b6cf-e923d7e8e38e,e72183f6-72fd-42e7-80a5-f911a7208d22,8742127,0
81590db4-57d7-4416-9ca0-5c6192778605,2007-08-28 15:58:32,053a7b91-00a2-4452-be2a-d664a2d94896,02f0f461-6ab4-44fc-ae62-f7e5436b62d8,8528901,1
1a20f641-bb4d-46e9-8dfb-071235e43637,2021-01-24 20:29:55,1a06300f-719f-42ae-b490-09997ad01c8a,250343f4-b757-4c3f-aaea-d7d3ddb14744,8670339,1
9da5effe-be66-44e9-bfff-1ee4c9d6d2fc,2009-07-04 18:37:05,f38fceab-26bc-4470-b68a-ee5e67cc540d,158b4bac-1f61-4bc7-b24f-46d4b0e62e30,8659261,1
7d0c33d3-56f8-4df2-8a30-bf7fc7de56d6,1979-12-25 17:13:06,387adada-5c43-4ca2-9060-5b120db01bb9,d1a7e5e4-4991-44fe-a177-f1772ec4bb7b,8648796,1
2c70ce9e-07b1-4e29-8463-86d5c3333ec9,1990-03-09 14:09:28,11d604ae-a6ba-45ba-bbee-e91390b8a7ac,a101eb6c-6d2a-47f9-968b-bae7257140e2,8113695,1
eeb2ebc0-7380-4fd8-8a24-366198d7a4ba,2005-03-20 01:43:22,6fb34e28-4b03-4daf-a9c4-d5c267a26761,8c333f9b-af38-4a0c-8bdc-428ffa061312,8525661,1
8c16083c-a343-43c2-a1cc-3cbfea892f89,1978-02-26 03:25:55,29077167-bc96-4c11-91c7-5603aa1f14db,387adada-5c43-4ca2-9060-5b120db01bb9,8655558,1
40c65299-240a-44a3-97e7-f31a1c9afd5a,1973-03-18 07:25:38,f6f2cca1-db34-4cac-9e60-aa0629d7cd71,691ce2f4-3079-4eca-8c98-0c44e9f63b7a,8746769,1
4f6508cc-a623-43e8-9a33-2abb63f294d3,2014-10-08 14:48:12,d0eb7350-ce10-42a2-bab1-cb66319bdfa6,77ca8b10-f33c-4fc7-82b4-283467feff50,8625801,0
5d0692a8-4ee6-4935-8d54-a8df69b1ec4e,2003-06-18 21:39:14,e266e1a6-976f-4a2e-ac30-17f2b0ec8fe4,90121e08-9fd9-4579-a537-9830c82de9d8,8628272,1
e5f8d903-91e6-41bc-97d9-2e4c96ba652c,1971-07-02 08:42:45,47a5f451-2bde-4855-844a-c26cd265c282,5565ac1e-4c2a-4fd8-b990-7a11d594dc0e,6046996,1
60ede240-bc5a-43a1-a8f8-661a8c02dd44,1970-02-19 12:14:50,3d4c931f-310a-448a-9e03-826c3fa6da61,1cc3ac40-9a6c-4792-ae7d-24adcb69b027,8542899,1
ea5d1cda-c976-4fe4-92ad-cdd4f1de8e11,2011-08-07 21:17:32,a681191e-b20b-418b-a7da-97c45b881aeb,7ac4636c-a143-45b9-a07f-7250c3b85ae0,8781636,1
76b2995d-a3b5-4829-af7d-c809dbe1e34f,2019-06-15 22:03:02,413c2ec6-0279-40e5-adb4-2434f1ec7e9f,1a5dcbb5-ca03-4b0b-b65b-3eff6975c62e,8754234,0
a7b7185b-fc5a-4f69-bf75-778c51336be4,2022-06-08 00:03:52,30edad71-d3f3-479f-87ad-f093880ccf80,8fff518d-75c2-41fd-913f-dd3907369719,8628340,1
89e10a57-e350-4af7-bd1d-b5f84a6ac37b,2016-11-01 05:43:12,a22d78d4-4076-49e8-ad00-fddf269f37b9,1cc3ac40-9a6c-4792-ae7d-24adcb69b027,8765647,0
62ff6ed4-6e61-45cd-b20c-02bd0162aca6,2011-08-20 08:54:17,48da614d-e972-465f-9643-157451a35cc7,b66d2104-20fd-47a6-b801-564963fb077f,8491590,1
c9c66c7b-a43e-43ba-8424-cdcc3f39ae7e,1979-11-20 08:11:06,1ae4bc9d-0789-4a25-bde5-ef3ce419876e,521ef4ee-c4c4-42d9-b510-f51bbbe816cf,8607989,0
a82c0a2b-832d-4cfa-90c1-4ba2661acf22,1995-09-23 08:49:33,e266e1a6-976f-4a2e-ac30-17f2b0ec8fe4,90003353-1336-47c5-aea1-e6ec66413970,967951,1
4cda31bc-7a9d-4d45-afe3-2d7ab1d94b9a,1984-02-25 04:08:26,087acbe4-0c32-4016-9c73-7281f353fdd5,0803d9ee-2acf-4f9e-bc35-976203f7bb8b,8667360,1
8b27e498-2c11-44b1-87d3-35a4ce70550d,1987-10-07 19:58:23,815a63c3-1c3e-4637-ba8d-bcc464ccbddc,da291459-f36d-4032-a6b9-5a434e0d4b8b,8558692,0
7c76c86f-9120-4db9-b252-96cc6bb2bcd2,1985-10-18 19:18:02,387adada-5c43-4ca2-9060-5b120db01bb9,c8e9b7f0-08b2-4fb8-b29a-abed728ce060,8653504,1
1d236465-5a0a-480f-9ebc-19f8ceba4106,1981-08-14 17:06:27,83e9753b-6b99-4c13-b33e-4b8dffc478e0,3d4c931f-310a-448a-9e03-826c3fa6da61,8667343,1
62b0b864-0103-4b69-8d10-e38a98096eff,2021-02-04 13:00:34,299d9cb3-e9ba-401b-bf6d-bc5d396d0f7b,6f3623fb-e03b-464d-9b2f-47752e748600,8560601,1
15ea85b4-5335-4121-8bd9-a293d53cacd9,1982-10-13 08:00:23,82149b6c-3ed4-489c-8adf-1a171b31faf4,135ae3e2-d03d-41a8-9cdf-636c09c16e6f,8640166,0
6ca5d62b-d647-4713-8bea-5cb99b54cdb3,2001-02-02 05:47:04,aad83337-ac6f-4de5-a12c-9364f0bcc86f,66641396-de88-4d00-b51d-c0dd8265a94c,8763488,0
ce9b8493-f4b3-45aa-b573-62eca43a9032,1987-10-12 17:08:37,a64bd485-6b9f-49b2-8255-8c0f2a182115,38d71ba8-9c05-4cea-8760-437ec1f7ce11,8373119,1
c1fdfa63-0b9d-4f89-a4c5-6ec152ba64ce,2021-03-28 16:49:13,b5e628ea-3e7b-44a2-a390-983d416bf177,17e2cddf-4410-4b02-874c-11fbb2ba77b8,8542243,1
aae39b6e-28db-4592-bc13-c8cafd300166,2015-11-28 22:06:30,157651f7-ce0b-4f52-a836-b2f58c94b234,eb83c68a-775e-4892-9b7b-a2bf057b2b17,8560121,1
b0061c68-2529-4196-8610-c07a9c58c454,2004-07-31 01:53:51,40dbc2e6-7d01-4f5f-9e5a-830bea949717,4abd0d23-1514-4708-ad6c-d4623aac1d52,8581649,0
8469d889-771a-4c34-8fc5-616bb64079af,1983-06-17 15:27:17,c6b7fe8d-9f47-4322-ba84-bbe0a4b00712,a3e78d82-a7db-4f8a-95b3-5bc0af55d165,8487830,1
13dea085-e408-458a-9774-e139f300c8d4,1971-03-02 10:28:41,ad64b06c-fc3d-448b-a6c2-dafaf2b44921,3be760cb-9cca-412a-a49b-6bf263ca2b6a,8576457,0
5ae3c0e1-6fc6-4793-bd45-d4ddf500b986,1987-07-14 06:55:03,6d1012bc-d57d-4095-87f9-8ef9767987d5,eff6d601-2803-43e1-8179-96eb11403b3f,8640097,0
0f3f9b69-052d-4e98-8565-c7bba2551a9f,2015-01-20 07:26:29,02f0f461-6ab4-44fc-ae62-f7e5436b62d8,ad55324b-21e5-422d-809d-3687b3e71b1e,8581649,0
370b9a2c-df2d-423f-a30a-1e6bcdc9b85b,2005-12-04 21:22:57,11cec2dd-d5c8-4f64-9570-a75c6715c1ef,77120f3b-9b69-43a9-9045-c75292c3c99d,8573540,0
c7d0f6cc-fa1f-4d1a-8c06-90f5f1bce344,1982-04-20 04:37:58,cacf1aa1-750e-420c-a105-8ba2bc8e0fca,30e047dd-eceb-4205-b223-499e1206e171,8605666,0
2ddecde0-014c-4762-a61e-3161941dbd42,2011-08-08 16:48:26,c92ae7e8-e82a-4600-b216-a00e81e96489,0c504bb9-49a6-4676-978c-95364a3f06e5,8543015,1
b665e753-e634-4018-8194-ea347826f508,1991-03-30 05:23:55,ca56ace2-7cdf-44a7-89ac-8d833a01bfac,a0e69daa-5c60-412c-8969-d1d624dfd7a4,8519056,0
8b0d178c-5e85-46ac-8fe8-9b7f8036517e,2013-01-29 03:13:36,bd1f18b6-8657-4a91-b5c7-9186b77d5351,fe41517e-bae5-4806-9496-1483593e3f6f,8781714,0
bfa9b0b3-e2de-4b46-a18b-33227fbab4aa,1991-02-02 19:00:13,0a8aba6b-218a-4a14-96ec-dce3ab19d3e7,bc3abb6c-0fa8-4d96-9cf0-7f04c042c246,8742028,1
4c6e0eab-38dc-4101-846e-e7d041ecacec,1993-03-25 11:53:41,b0f13650-6c72-4fd9-b975-d9cf61f3b81e,7244b05e-9676-4661-b735-eef14fd94951,8572561,0
4adbd5ae-ed4d-4ac2-ac4e-6af5f2bdb7a2,2008-10-01 02:26:10,e9bce691-11f2-487a-8269-1f66f289a3c4,0a8aba6b-218a-4a14-96ec-dce3ab19d3e7,8399176,1
569fcc6d-cf7d-4920-b32b-4aea47c1a497,2013-07-21 13:15:36,f260b625-44f2-44f7-8a7e-c877cf8fa107,e3bfce67-39ea-43ed-a088-e5bb25a47cd7,8608193,1
de23ffd3-0d34-4c31-84f7-427e0c8e2c12,1991-07-07 04:55:09,db7159c2-a9a8-4954-b4a4-5440e50f2138,ec27f41e-b786-4aa4-9b35-57059e3b2671,8669680,0
b1064249-f787-42b9-932d-3c6cc89e42ae,2018-09-07 06:46:14,b5e628ea-3e7b-44a2-a390-983d416bf177,d0eb7350-ce10-42a2-bab1-cb66319bdfa6,8581649,1
5a54d3db-b526-4891-b875-b90c704c1d47,2010-02-16 07:21:27,f1cce837-b559-4eed-a5b6-0bc4549bef06,a9a3ac56-0621-4c17-951a-001a29453465,8763488,0
2f838d2d-189b-4fd5-bd59-f3023c1c6ffc,2018-04-20 05:31:45,4c1e438a-2b8c-4f84-a22a-869eea346661,9fb03b99-8cae-49e1-860e-a0743559d282,8588187,0
e9eb0447-cf59-4b87-8811-62868eca0f00,2001-01-29 06:07:13,2c288c88-2944-412f-bd7e-37f76fe071ae,299d9cb3-e9ba-401b-bf6d-bc5d396d0f7b,8734624,1
15d0f2b5-9381-4fbe-bbef-84b7b809f8e7,1973-01-15 20:46:39,f260b625-44f2-44f7-8a7e-c877cf8fa107,8936e863-d0a5-4bbe-b307-b0535b06c6b8,8550462,1
2cb2de82-2e3a-49b8-8b0a-d1b29c8befe7,1988-07-08 05:13:11,2cfe6aa5-d320-4f47-8000-d74e40d35f77,bc3abb6c-0fa8-4d96-9cf0-7f04c042c246,8746222,1
6dae5fd2-0825-4234-ab37-63eb61f3ba41,2004-11-06 15:45:15,da291459-f36d-4032-a6b9-5a434e0d4b8b,5cf01dc4-1482-429a-a6aa-6997f0363b0b,8374099,0
38f56dc9-111b-44e6-a2da-379d6dacad62,2007-05-12 21:25:13,387adada-5c43-4ca2-9060-5b120db01bb9,3d958d41-e1fe-49b1-962b-b57cc69eca57,8752861,1
086f692f-99e5-48d3-92d2-8bc27ab8bd87,2001-08-31 17:44:10,b221243f-7863-4365-b1b6-40aa0aa9261d,40384db2-2439-43c2-bd2d-9a54688a3492,8628348,1
c97ad81f-ae0f-4358-b2f6-27b62b44a894,1992-04-10 06:13:29,b5e628ea-3e7b-44a2-a390-983d416bf177,02f0f461-6ab4-44fc-ae62-f7e5436b62d8,8553621,1
cdd1b2e6-0f17-459d-89f5-02a07b20027e,1971-03-15 07:43:08,250343f4-b757-4c3f-aaea-d7d3ddb14744,087acbe4-0c32-4016-9c73-7281f353fdd5,8671520,1
bf7210fd-bc56-4b48-921e-43efe15d33a2,2003-08-20 17:38:01,a101eb6c-6d2a-47f9-968b-bae7257140e2,0c29c541-6096-4d67-9a3c-eeee5bfafcdc,8624508,1
5c33dfa4-6ca1-49b0-8b66-3a03ae4f80b2,2018-04-16 21:14:48,90121e08-9fd9-4579-a537-9830c82de9d8,e9a42c59-1d78-48e3-85f6-085cba0e615c,8569279,1
b99e6f1c-0588-4cf6-b7f3-984f9a23e848,2022-02-12 22:40:30,01ba0eca-6156-47e2-b168-1e3f65815205,c92ae7e8-e82a-4600-b216-a00e81e96489,8669643,1
fd42e291-e5c3-480d-92b0-c11443c5634f,2016-05-08 04:28:37,9ad84232-caab-4f37-b6f0-9d30d0f49513,487b9274-fffd-4896-bf1d-1fb9b3a8d46f,8607307,0
ddc3e81b-414f-43bc-a157-b8b33c2c95f3,1999-03-08 16:02:23,0803d9ee-2acf-4f9e-bc35-976203f7bb8b,db7159c2-a9a8-4954-b4a4-5440e50f2138,8611701,0
ea13700c-3b41-425c-ade1-46f968ae4fe9,1986-11-25 13:43:31,46cbb5a6-ea46-48dc-8ba7-d04358e80cfa,fc57f915-9e2a-449e-a163-e4442a10a135,8604951,1
eff5b03f-af04-47dd-8b31-a3d73a174f81,1989-03-22 14:23:06,f37af3fb-aa5e-4b79-828b-249ab6c236fe,85baade6-8e81-48bd-8aca-835d7e88169e,8552602,0
5b454387-571e-44f1-ac96-91e60e403a5c,2012-02-26 23:59:02,ecb20e71-8552-468b-b85b-94aa8b96d49d,30e047dd-eceb-4205-b223-499e1206e171,8573383,1
07e18a0f-3fe3-4ea8-8633-9a0dfa3a7272,1985-07-05 16:29:02,ecb20e71-8552-468b-b85b-94aa8b96d49d,92f34e2d-a44b-47d7-be8b-12ec157ca258,8621394,1
aaa58604-cabf-404b-9819-4aade7ad452b,1980-06-09 03:21:34,5f9dfbb7-8bca-494a-802e-f11f12c9906a,7efa71b6-9cae-4cf7-87bb-87e8c2f93d77,8542243,1
4a5d3cf9-7bcb-48f6-9ec8-53c334d0ae9b,1970-03-04 05:13:42,5f9dfbb7-8bca-494a-802e-f11f12c9906a,8bdd5d9b-ebe1-497b-84cb-98c602d40a1c,8560129,1
381130fb-6d5d-46dc-be92-fc33d8284acd,2007-12-14 13:36:27,11b18d52-42bd-4cfb-8cc4-05796ffdff49,bd1f18b6-8657-4a91-b5c7-9186b77d5351,8579034,0
9b53d2e8-ef42-4aa6-9947-4f5e743d9c3b,1998-07-04 09:26:18,1d71882d-180a-46ba-a772-c892e72b0dbe,5565ac1e-4c2a-4fd8-b990-7a11d594dc0e,8113695,1
636c2917-5a0b-41a1-a3d2-5633c2582857,2009-02-18 18:13:05,29e5fb7b-782c-4bf5-bc1b-e0604fe971cd,ee916f74-ceea-494a-b7e4-2445b2b87434,8646173,0
3b08f329-6845-4302-bce7-0b661ad2d101,1973-04-13 16:54:32,b1244968-4adc-4775-b8af-f73fef3f4aaf,06ada2a9-ec6e-4306-b83b-33af4489fca0,8598790,0
eee4169a-d6f4-4fb4-bf58-11827a21729f,1988-12-07 19:48:51,91583068-9049-4ec3-9500-08bcf7630b36,ecb20e71-8552-468b-b85b-94aa8b96d49d,8552602,1
b0db8a5c-6d32-4cbc-8def-6a67bbcbe6dc,2010-11-03 23:07:06,eb83c68a-775e-4892-9b7b-a2bf057b2b17,f6f2cca1-db34-4cac-9e60-aa0629d7cd71,8588186,0
0069c643-9383-494e-93a5-9486326bc4e0,2016-09-02 16:45:02,157651f7-ce0b-4f52-a836-b2f58c94b234,0563eee4-6d2e-44ab-a5e6-0d482f51aad1,8763487,1
b9bf4e78-cf83-48e7-9a9e-0d9b80f710e4,1990-10-22 03:29:47,d7d37735-8198-4738-8cec-8c4dd43cafb7,0ccc97c0-b94b-455a-bdda-4b1a53ff0854,8667344,0
4c51751f-976a-43f8-b9a7-b6eb4851b292,1970-05-30 18:59:36,85baade6-8e81-48bd-8aca-835d7e88169e,1a5dcbb5-ca03-4b0b-b65b-3eff6975c62e,8659261,1
9930eafd-a927-4776-9e4f-c416276673bb,2019-05-19 16:40:42,dd40740a-8f18-4db5-919e-4fcaf5c35b8b,87c211a2-000b-44ef-ac34-f34f19703e4f,8770506,0
2f5e512d-16b0-4d9d-9c09-d8b33fc431f0,2018-12-05 22:51:13,b52365e0-9026-4637-8822-20416d82bfac,1837ad67-7946-4fc6-8b01-2eafdf7cc2d4,8649223,1
6de3cd9f-eab1-4664-946d-60f0b26ef1f9,1973-07-04 06:29:40,48da614d-e972-465f-9643-157451a35cc7,85baade6-8e81-48bd-8aca-835d7e88169e,8624508,1
62985f85-adb3-4dba-b68b-973f4e4c00fc,1982-06-30 12:50:19,df8492a7-a27e-47b6-b705-1d468e43c839,6fb34e28-4b03-4daf-a9c4-d5c267a26761,8607975,1
f8355779-0c81-4237-a608-9d803f0b4062,2005-02-21 13:31:25,22f60715-cc1b-429f-913e-92c761b758a3,38d71ba8-9c05-4cea-8760-437ec1f7ce11,8573416,1
f533a3ec-2e16-45c7-becb-89884123438d,1993-08-18 02:12:10,21438af3-7dba-42b7-ab63-3dee657e70d3,0ccc97c0-b94b-455a-bdda-4b1a53ff0854,8665810,1
69662ad3-9a97-4fe4-8101-d5995cf50b7f,1972-12-09 08:10:27,0ec1bd12-30f8-4ccb-8596-f333919a0273,b47d65dd-26ae-465e-a844-f656dda4acbf,8583099,0
bd7f7f72-d6b4-44df-9efe-5559a8d7ab73,1988-10-06 19:33:18,11cec2dd-d5c8-4f64-9570-a75c6715c1ef,f6271685-c7f9-4d93-a58c-7a115a7c5669,8738945,0
abd9e432-5b78-4a59-b58e-d55b83c1b431,2010-07-11 16:44:49,250343f4-b757-4c3f-aaea-d7d3ddb14744,063b213d-6ff1-4ab5-8b8f-080ab82cc2a6,8746223,1
7a62a1c9-adf0-454e-93ba-b61825a376cf,1996-12-24 13:10:06,e9bce691-11f2-487a-8269-1f66f289a3c4,5f17afda-a90f-4695-b400-4b721dbc9291,8588265,0
0f077dc1-6475-48be-bedc-e10476d9057b,1989-01-06 14:13:19,a4825d9b-00d3-467a-a914-67d731d4d814,82149b6c-3ed4-489c-8adf-1a171b31faf4,8607990,0
cf2cc64c-5819-4a35-b508-fcd92c12bdc1,1986-11-14 09:47:02,2010524a-9be6-46bc-bdca-55efa6815782,84f27bd9-0d26-4f84-b585-cca0e4bbd1d5,8587165,1
62c2dd15-3b07-42af-962f-a0ac54fd133d,2018-09-04 22:09:41,84d81fd7-5376-44ce-9938-dc22016062b7,d975b6dc-50df-4a48-b71c-800a1903bb33,8669629,1
716cebfc-4082-4dba-865a-033c2bac6b6a,2012-03-08 12:57:46,ecb20e71-8552-468b-b85b-94aa8b96d49d,5a5af59d-1190-4630-8e8b-d069a562f7c5,8598014,0
fb57c424-2c44-4140-b73f-4867e05154a1,2005-01-27 10:10:32,28d022db-ebb8-4fa2-9002-37bb927bfaed,3459215a-9697-408f-bd57-f564d5fb3381,8611629,1
219c9cb0-c76a-4c09-9fa8-2bcea763f728,2022-05-19 23:24:06,dd40740a-8f18-4db5-919e-4fcaf5c35b8b,38d71ba8-9c05-4cea-8760-437ec1f7ce11,8657795,0
4ff2b3b6-ce68-4072-a0f7-93e586d98fd9,1993-05-05 20:00:31,993a6d5c-70ec-48e2-aa84-065fd173fd39,e72183f6-72fd-42e7-80a5-f911a7208d22,8649626,0
e896f19f-a09d-4fa9-be8a-328236f6790a,2002-01-24 05:18:52,b66d2104-20fd-47a6-b801-564963fb077f,aeb49356-a90b-47ec-9290-0c464411f856,8603009,0
dda5e09e-78c1-456a-a1e1-c1432589ba97,1981-08-07 01:50:40,fed0c95b-74b6-4087-891b-dee1483f5f5d,675586d3-68e3-4faf-a268-908868f37b29,8747326,1
a31b1f20-8c7c-48bd-b782-805967803530,1988-11-12 19:40:05,0ccc97c0-b94b-455a-bdda-4b1a53ff0854,e3bfce67-39ea-43ed-a088-e5bb25a47cd7,8746943,0
7d570861-53fd-4f99-aee3-1bd6ccefb0bc,2016-04-06 10:38:31,f6271685-c7f9-4d93-a58c-7a115a7c5669,94e38f66-33f5-4c42-aac7-5a3779654212,8607989,0
6039fb29-2437-49fe-a484-a518603be468,2009-01-20 13:36:22,7aae88b6-e775-4cb2-a06f-78dc91372d49,b43e0eb0-9d14-4004-a2c7-f7021b822219,8553464,1
45bde587-e21d-4993-9aa4-2b7011481512,1983-09-26 07:43:13,e6f51fd2-64af-4485-bf82-0072e53bdfaf,d7d37735-8198-4738-8cec-8c4dd43cafb7,8667487,1
91c699eb-fa28-400a-9075-ae9d3be1ac91,1988-06-07 16:29:47,eb83c68a-775e-4892-9b7b-a2bf057b2b17,158b4bac-1f61-4bc7-b24f-46d4b0e62e30,8640097,1
c7770bf4-38b7-49d7-add3-c1d0fd55c4d6,2000-10-15 04:30:41,79c2ae3d-8a44-4df4-81c1-4ccb85ad0ce4,86202a99-82d4-4459-a3ef-905821d6c172,8554892,1
6525f56a-fe2f-45a8-a5ac-4603d5c6d966,2012-05-13 20:28:05,24e7e378-5b7a-4b0c-891a-cdd7f1b45f2b,b47d65dd-26ae-465e-a844-f656dda4acbf,8572526,0
58d3290d-b925-4eff-8c16-d0aefcfc362c,2015-02-14 04:05:04,2c6245b4-b147-4a5f-9bb7-fadf6797a4bc,2ea01d23-cce8-45ee-8698-af6cb3d2bd32,8610609,1
76f89a97-fcd0-4a27-ac78-95efc78e6b7d,1971-08-12 23:48:49,33a87481-379e-4b81-ad6c-9de48d82013a,a64bd485-6b9f-49b2-8255-8c0f2a182115,8573540,1
0f3e1511-e16c-4e56-b14a-b5860740c5b1,2014-08-08 10:25:16,db7159c2-a9a8-4954-b4a4-5440e50f2138,79c2ae3d-8a44-4df4-81c1-4ccb85ad0ce4,8763488,1
9fa6279a-780b-4a51-847a-65d844307364,1972-04-10 15:11:35,59ac819b-d9f7-4a3c-8c5f-decfffd0e109,af1aa870-d9a6-41dc-98c5-3f48787d5d9e,8013705,0
abc079e3-e7d3-411f-a3a0-2fb7f5cfbb60,2013-10-13 09:01:55,e3d1e9ab-01fb-4ade-ae58-8449f8fbe742,2cfe6aa5-d320-4f47-8000-d74e40d35f77,8546886,1
